Cust No,Customer,Program,Status,Company Code,System Up Time,Running Time,Memory (KB),Create Date,Priority,Reference No
NAT020,"NATIONAL PLASTICS & SEAL, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:16s,15456,9/26/2023 1:33:18 PM,Medium,
NAT020,"NATIONAL PLASTICS & SEAL, INC.",GSSCOURIER,Running,,,03d:11h:11m:12s,27680,9/26/2023 1:33:20 PM,Medium,
NAT020,"NATIONAL PLASTICS & SEAL, INC.",NTDBSMGR64,Running,,03d:11h:13m:48s,03d:11h:13m:14s,4194303.99902344,9/26/2023 1:33:16 PM,Low,
NAT020,"NATIONAL PLASTICS & SEAL, INC.",ONLINE UPDATE,Running,NPS,,03d:11h:21m:48s,93496,9/26/2023 1:48:34 PM,High,
NAT020,"NATIONAL PLASTICS & SEAL, INC.",SLICENSE,Running,,,03d:11h:13m:20s,4252,9/26/2023 1:33:22 PM,Low,
NAT150,AIRLITE PLASTICS CO,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:28m:43s,16844,9/26/2023 12:57:11 PM,Medium,
NAT150,AIRLITE PLASTICS CO,GSSCOURIER,Running,,,10d:10h:26m:20s,25496,9/26/2023 12:57:13 PM,Medium,
NAT150,AIRLITE PLASTICS CO,ONLINE UPDATE,Running,NPI,,10d:11h:21m:56s,91704,9/26/2023 1:52:00 PM,High,
NAT150,AIRLITE PLASTICS CO,ZENENGNSVC,Running,,10d:10h:29m:14s,10d:10h:28m:40s,4194303.99902344,9/26/2023 12:57:09 PM,Low,
NEW150,New Jersey Correctional Industries,ONLINE UPDATE,Running,CWH,,,,9/26/2023 1:50:58 PM,High,
NEW150,New Jersey Correctional Industries,ZENENGNSVC,Running,,272d:20h:58m:50s,272d:21h:59m:23s,4194303.99902344,9/26/2023 1:52:20 PM,Low,
NEW540,"NEW ENGLAND INDUSTRIES, INC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:28m:14s,15552,9/26/2023 1:50:37 PM,Medium,
NEW540,"NEW ENGLAND INDUSTRIES, INC",GSSCOURIER,Running,,,10d:11h:26m:11s,19712,9/26/2023 1:50:39 PM,Medium,
NEW540,"NEW ENGLAND INDUSTRIES, INC",NTDBSMGR64,Running,,10d:11h:28m:44s,10d:11h:28m:12s,4194303.99902344,9/26/2023 1:50:35 PM,Low,
NEW540,"NEW ENGLAND INDUSTRIES, INC",ONLINE UPDATE,Running,NEI,,10d:11h:21m:06s,113884,9/26/2023 1:45:14 PM,High,
NIL010,NILES EXPANDED METALS AND PLASTICS,ONLINE UPDATE,Running,NEM,,10d:11h:09m:45s,45088,9/26/2023 1:48:25 PM,High,
NIL010,NILES EXPANDED METALS AND PLASTICS,ONLINE UPDATE,Running,NXT,,10d:11h:09m:17s,45100,9/26/2023 1:48:27 PM,High,
NIL010,NILES EXPANDED METALS AND PLASTICS,ZENENGNSVC,Running,,10d:11h:11m:31s,10d:11h:11m:01s,4194303.99902344,9/26/2023 1:47:19 PM,Low,
NOO010,NOONAN - ULTIMATE RACE ENGINEERING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:41s,14856,9/26/2023 1:37:48 PM,Medium,
NOO010,NOONAN - ULTIMATE RACE ENGINEERING,GSSCOURIER,Running,,,03d:11h:08m:28s,22668,9/26/2023 1:37:50 PM,Medium,
NOO010,NOONAN - ULTIMATE RACE ENGINEERING,ONLINE UPDATE,Running,NOO,,00d:01h:30m:18s,95612,9/26/2023 1:44:46 PM,High,
NOO010,NOONAN - ULTIMATE RACE ENGINEERING,ZENENGNSVC,Running,,03d:11h:11m:17s,03d:11h:10m:39s,3641404,9/26/2023 1:37:46 PM,Low,
NOR130,NOREN PRODUCTS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:30s,15604,9/26/2023 1:49:32 PM,Medium,
NOR130,NOREN PRODUCTS,GSSCOURIER,Running,,,10d:11h:25m:26s,22768,9/26/2023 1:49:34 PM,Medium,
NOR130,NOREN PRODUCTS,NTDBSMGR64,Running,,10d:11h:28m:00s,10d:11h:27m:28s,4194303.99902344,9/26/2023 1:49:30 PM,Low,
NOR130,NOREN PRODUCTS,ONLINE UPDATE,Running,NPI,,00d:00h:00m:00s,-0.0009765625,9/26/2023 1:46:57 PM,High,
NOR180,INDEQCO GROUP,GSS.SYSTEMINTEGRITYSERVICE,Running,,,09d:05h:40m:18s,18624,9/26/2023 1:35:50 PM,Medium,
NOR180,INDEQCO GROUP,GSSCOURIER,Running,,,09d:05h:38m:17s,31496,9/26/2023 1:35:52 PM,Medium,
NOR180,INDEQCO GROUP,ONLINE UPDATE,Running,MLA,,01d:03h:19m:31s,92620,9/26/2023 1:47:10 PM,High,
NOR180,INDEQCO GROUP,ONLINE UPDATE,Running,NLL,,01d:03h:18m:16s,87568,9/26/2023 1:47:02 PM,High,
NOR180,INDEQCO GROUP,ONLINE UPDATE,Running,PDP,,01d:03h:16m:12s,106600,9/26/2023 1:47:04 PM,High,
NOR180,INDEQCO GROUP,ONLINE UPDATE,Running,TFE,,01d:02h:20m:32s,90372,9/26/2023 1:47:06 PM,High,
NOR180,INDEQCO GROUP,ONLINE UPDATE,Running,TPD,,01d:03h:12m:51s,91880,9/26/2023 1:47:08 PM,High,
NOR180,INDEQCO GROUP,SLICENSE,Running,,,09d:05h:40m:22s,5388,9/26/2023 1:35:54 PM,Low,
NOR180,INDEQCO GROUP,WS_DBACCESS,Running,,,09d:05h:38m:17s,48632,9/26/2023 1:35:56 PM,High,
NOR180,INDEQCO GROUP,ZENENGNSVC,Running,,09d:05h:40m:45s,09d:05h:36m:01s,4194303.99902344,9/26/2023 1:35:48 PM,Low,
NOR200,NORDIC HOT TUBS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:36m:01s,15512,9/26/2023 12:56:18 PM,Medium,
NOR200,NORDIC HOT TUBS,GSSCOURIER,Running,,,10d:10h:33m:56s,26144,9/26/2023 12:56:20 PM,Medium,
NOR200,NORDIC HOT TUBS,ONLINE UPDATE,Running,NHT,,10d:11h:19m:45s,139676,9/26/2023 1:42:00 PM,High,
NOR200,NORDIC HOT TUBS,SLICENSE,Running,,,10d:10h:36m:05s,5252,9/26/2023 12:56:22 PM,Low,
NOR200,NORDIC HOT TUBS,ZENENGNSVC,Running,,10d:10h:36m:33s,10d:10h:35m:58s,4194303.99902344,9/26/2023 12:56:16 PM,Low,
NOR230,NORTHWESTERN SYSTEMS CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:43s,15700,9/26/2023 1:29:11 PM,Medium,
NOR230,NORTHWESTERN SYSTEMS CORPORATION,ONLINE UPDATE,Running,NSC,,03d:11h:22m:34s,94972,9/26/2023 1:50:01 PM,High,
NOR230,NORTHWESTERN SYSTEMS CORPORATION,ZENENGNSVC,Running,,03d:11h:08m:12s,03d:11h:07m:41s,4194303.99902344,9/26/2023 1:29:09 PM,Low,
NOR240,NORTH COAST SEAL INC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:25s,16244,9/26/2023 1:37:46 PM,Medium,
NOR240,NORTH COAST SEAL INC,GSSCOURIER,Running,,,03d:11h:11m:20s,28148,9/26/2023 1:37:48 PM,Medium,
NOR240,NORTH COAST SEAL INC,ONLINE UPDATE,Running,NCS,,03d:11h:11m:53s,59648,9/26/2023 1:38:03 PM,High,
NOR240,NORTH COAST SEAL INC,WS_DBACCESS,Running,,,03d:11h:11m:09s,31420,9/26/2023 1:37:50 PM,High,
NOR240,NORTH COAST SEAL INC,ZENENGNSVC,Running,,03d:11h:14m:01s,03d:11h:13m:23s,4194303.99902344,9/26/2023 1:37:44 PM,Low,
NYL010,NYLE WATER HEATING SYSTEMS INC.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,05d:19h:21m:01s,17400,9/26/2023 1:49:31 PM,Medium,
NYL010,NYLE WATER HEATING SYSTEMS INC.,GSSCOURIER,Running,,,05d:19h:18m:57s,29916,9/26/2023 1:49:33 PM,Medium,
NYL010,NYLE WATER HEATING SYSTEMS INC.,NTDBSMGR64,Running,,05d:19h:21m:23s,05d:19h:20m:59s,4194303.99902344,9/26/2023 1:49:29 PM,Low,
NYL010,NYLE WATER HEATING SYSTEMS INC.,ONLINE UPDATE,Running,NYL,,05d:19h:19m:36s,91420,9/26/2023 1:49:55 PM,High,
NYL010,NYLE WATER HEATING SYSTEMS INC.,WS_DBACCESS,Running,,,05d:19h:18m:56s,47904,9/26/2023 1:49:35 PM,High,
OAS010,OASIS INSTALACIONES SA DE CV,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:24s,15440,9/26/2023 1:16:18 PM,Medium,
OAS010,OASIS INSTALACIONES SA DE CV,GSSCOURIER,Running,,,03d:11h:08m:22s,19816,9/26/2023 1:16:20 PM,Medium,
OAS010,OASIS INSTALACIONES SA DE CV,ONLINE UPDATE,Running,OAS,,03d:11h:41m:37s,85884,9/26/2023 1:49:23 PM,High,
OAS010,OASIS INSTALACIONES SA DE CV,ZENENGNSVC,Running,,03d:11h:10m:54s,03d:11h:10m:22s,4194303.99902344,9/26/2023 1:16:16 PM,Low,
OIL010,W74 OIL TOOLS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:41s,15096,9/26/2023 1:49:35 PM,Medium,
OIL010,W74 OIL TOOLS,GSSCOURIER,Running,,,10d:11h:25m:31s,27776,9/26/2023 1:49:37 PM,Medium,
OIL010,W74 OIL TOOLS,ONLINE UPDATE,Running,W74,,10d:11h:18m:29s,82060,9/26/2023 1:43:38 PM,High,
OIL010,W74 OIL TOOLS,ZENENGNSVC,Running,,10d:11h:28m:09s,10d:11h:27m:38s,2721104,9/26/2023 1:49:33 PM,Low,
OLD010,OLD DOMINION FURNITURE CO,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:27s,16020,9/26/2023 1:30:45 PM,Medium,
OLD010,OLD DOMINION FURNITURE CO,GSSCOURIER,Running,,,03d:11h:08m:23s,30412,9/26/2023 1:30:47 PM,Medium,
OLD010,OLD DOMINION FURNITURE CO,ONLINE UPDATE,Running,ODF,,03d:11h:26m:42s,82096,9/26/2023 1:48:48 PM,High,
OLD010,OLD DOMINION FURNITURE CO,ZENENGNSVC,Running,,03d:11h:10m:59s,03d:11h:10m:25s,4194303.99902344,9/26/2023 1:30:43 PM,Low,
PAC030,PACKET DIGITAL LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,33d:16h:17m:27s,17016,9/26/2023 1:38:32 PM,Medium,
PAC030,PACKET DIGITAL LLC,ONLINE UPDATE,Running,PDG,,05d:05h:10m:33s,158808,9/26/2023 1:45:59 PM,High,
PAC030,PACKET DIGITAL LLC,ZENENGNSVC,Running,,33d:16h:17m:57s,33d:16h:17m:25s,4194303.99902344,9/26/2023 1:38:30 PM,Low,
PAM105,PAMCO,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:00s,15200,9/26/2023 1:39:58 PM,Medium,
PAM105,PAMCO,NTDBSMGR64,Running,,10d:11h:19m:31s,10d:11h:18m:58s,4194303.99902344,9/26/2023 1:39:56 PM,Low,
PAM105,PAMCO,ONLINE UPDATE,Running,PMC,,10d:11h:19m:39s,93168,9/26/2023 1:42:24 PM,High,
PAR140,"PARAGON INDUSTRIES, L.P.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:29s,16152,9/26/2023 1:34:47 PM,Medium,
PAR140,"PARAGON INDUSTRIES, L.P.",GSSCOURIER,Running,,,03d:11h:08m:25s,31532,9/26/2023 1:34:49 PM,Medium,
PAR140,"PARAGON INDUSTRIES, L.P.",ONLINE UPDATE,Running,PAR,,03d:11h:11m:22s,99444,9/26/2023 1:37:50 PM,High,
PAR140,"PARAGON INDUSTRIES, L.P.",ZENENGNSVC,Running,,03d:11h:11m:02s,03d:11h:10m:27s,4194303.99902344,9/26/2023 1:34:45 PM,Low,
PAR170,PARKLAND MANUFACTURING LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:47s,15404,9/26/2023 1:35:24 PM,Medium,
PAR170,PARKLAND MANUFACTURING LTD,GSSCOURIER,Running,,,03d:11h:08m:25s,28088,9/26/2023 1:35:26 PM,Medium,
PAR170,PARKLAND MANUFACTURING LTD,ONLINE UPDATE,Running,PAR,,03d:11h:11m:39s,86136,9/26/2023 1:38:26 PM,High,
PAR170,PARKLAND MANUFACTURING LTD,ZENENGNSVC,Running,,03d:11h:11m:19s,03d:11h:10m:45s,4175544,9/26/2023 1:35:22 PM,Low,
PAT050,PATRICK MARINE FABRICATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,00d:18h:04m:12s,20160,9/26/2023 1:21:43 PM,Medium,
PAT050,PATRICK MARINE FABRICATION,GSSCOURIER,Running,,,00d:18h:01m:49s,33108,9/26/2023 1:21:45 PM,Medium,
PAT050,PATRICK MARINE FABRICATION,ONLINE UPDATE,Running,SEI,,00d:18h:18m:27s,199960,9/26/2023 1:37:40 PM,High,
PAT050,PATRICK MARINE FABRICATION,ONLINE UPDATE,Running,XTS,,00d:01h:17m:57s,180036,9/26/2023 1:37:42 PM,High,
PAT050,PATRICK MARINE FABRICATION,ZENENGNSVC,Running,,00d:18h:04m:41s,00d:18h:04m:10s,4194303.99902344,9/26/2023 1:21:41 PM,Low,
PBS010,"PBS BIOTECH, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,45d:10h:35m:15s,17648,9/26/2023 1:20:17 PM,Medium,
PBS010,"PBS BIOTECH, INC.",NTDBSMGR64,Running,,45d:10h:35m:48s,45d:10h:35m:12s,4194303.99902344,9/26/2023 1:20:15 PM,Low,
PBS010,"PBS BIOTECH, INC.",ONLINE UPDATE,Running,PBS,,45d:10h:51m:58s,97504,9/26/2023 1:38:40 PM,High,
PCN010,PELICULAS CONVERTIDAS,GSS.SYSTEMINTEGRITYSERVICE,Running,,,13d:18h:23m:16s,17832,9/26/2023 1:39:43 PM,Medium,
PCN010,PELICULAS CONVERTIDAS,NTDBSMGR64,Running,,35d:01h:46m:42s,33d:04h:16m:44s,4194303.99902344,9/26/2023 1:39:41 PM,Low,
PCN010,PELICULAS CONVERTIDAS,ONLINE UPDATE,Running,PCN,,25d:00h:44m:11s,201036,9/26/2023 1:49:35 PM,High,
PDC010,PDC MACHINES INC.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:37m:38s,16920,9/26/2023 12:59:04 PM,Medium,
PDC010,PDC MACHINES INC.,GSSCOURIER,Running,,,10d:10h:35m:34s,26324,9/26/2023 12:59:06 PM,Medium,
PDC010,PDC MACHINES INC.,ONLINE UPDATE,Running,PDC,,05d:04h:59m:46s,101000,9/26/2023 1:45:36 PM,High,
PDC010,PDC MACHINES INC.,SLICENSE,Running,,,10d:10h:37m:42s,5236,9/26/2023 12:59:08 PM,Low,
PDC010,PDC MACHINES INC.,ZENENGNSVC,Running,,10d:10h:38m:09s,10d:10h:37m:35s,4194303.99902344,9/26/2023 12:59:02 PM,Low,
PEA010,PEARSON FASTENER CORP,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:28m:13s,14548,9/26/2023 1:51:46 PM,Medium,
PEA010,PEARSON FASTENER CORP,GSSCOURIER,Running,,,10d:11h:25m:56s,21424,9/26/2023 1:51:48 PM,Medium,
PEA010,PEARSON FASTENER CORP,ONLINE UPDATE,NotRunning,PFC,,00d:00h:00m:00s,-0.0009765625,9/26/2023 12:41:44 PM,High,
PEA010,PEARSON FASTENER CORP,ZENENGNSVC,Running,,10d:11h:28m:43s,10d:11h:28m:10s,1787336,9/26/2023 1:51:44 PM,Low,
PEP020,PEPCO MANUFACTURING CO,GSS.SYSTEMINTEGRITYSERVICE,Running,,,02d:15h:01m:05s,17852,9/26/2023 1:41:21 PM,Medium,
PEP020,PEPCO MANUFACTURING CO,GSSCOURIER,Running,,,02d:14h:59m:02s,29816,9/26/2023 1:41:23 PM,Medium,
PEP020,PEPCO MANUFACTURING CO,ONLINE UPDATE,Running,PMC,,00d:02h:49m:26s,183056,9/26/2023 1:41:26 PM,High,
PEP020,PEPCO MANUFACTURING CO,WIREPOLL,Running,,,00d:22h:33m:06s,5264,9/26/2023 1:41:25 PM,High,
PEP020,PEPCO MANUFACTURING CO,ZENENGNSVC,Running,,02d:15h:01m:30s,02d:15h:01m:03s,4194303.99902344,9/26/2023 1:41:19 PM,Low,
PHO150,PHOENIX PRECISION MACHINING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:26s,15284,9/26/2023 1:42:17 PM,Medium,
PHO150,PHOENIX PRECISION MACHINING,ONLINE UPDATE,Running,PHX,,10d:11h:20m:05s,85628,9/26/2023 1:44:49 PM,High,
PHO150,PHOENIX PRECISION MACHINING,ZENENGNSVC,Running,,10d:11h:19m:56s,10d:11h:19m:23s,4194303.99902344,9/26/2023 1:42:15 PM,Low,
PHO160,"PHOTON AUTOMATION, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:49s,15104,9/26/2023 1:32:42 PM,Medium,
PHO160,"PHOTON AUTOMATION, INC.",GSSCOURIER,Running,,,03d:11h:08m:26s,29508,9/26/2023 1:32:44 PM,Medium,
PHO160,"PHOTON AUTOMATION, INC.",ONLINE UPDATE,Running,PHO,,03d:11h:27m:07s,56712,9/26/2023 1:50:46 PM,High,
PHO160,"PHOTON AUTOMATION, INC.",ZENENGNSVC,Running,,03d:11h:11m:20s,03d:11h:10m:47s,4194303.99902344,9/26/2023 1:32:40 PM,Low,
PHO170,PHOENIX INNOVATIONS INC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:49m:54s,15912,9/26/2023 1:11:24 PM,Medium,
PHO170,PHOENIX INNOVATIONS INC,GSSCOURIER,Running,,,10d:10h:47m:51s,26824,9/26/2023 1:11:26 PM,Medium,
PHO170,PHOENIX INNOVATIONS INC,ONLINE UPDATE,NotRunning,PXI,,00d:00h:00m:00s,15648,9/26/2023 1:03:01 PM,High,
PHO170,PHOENIX INNOVATIONS INC,ONLINE UPDATE,Running,WRN,,10d:11h:16m:08s,85104,9/26/2023 1:41:20 PM,High,
PHO170,PHOENIX INNOVATIONS INC,ONLINE UPDATE,NotRunning,WST,,,,9/26/2023 1:03:01 PM,High,
PHO170,PHOENIX INNOVATIONS INC,WS_DBACCESS,Running,,,10d:10h:47m:48s,59048,9/26/2023 1:11:28 PM,High,
PHO170,PHOENIX INNOVATIONS INC,ZENENGNSVC,Running,,10d:10h:50m:25s,10d:10h:49m:50s,4194303.99902344,9/26/2023 1:11:21 PM,Low,
PIA010,PIAD PRECISION CASTING CORP.,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:28s,15620,9/26/2023 1:31:02 PM,Medium,
PIA010,PIAD PRECISION CASTING CORP.,GSSCOURIER,Running,,,03d:11h:08m:25s,29576,9/26/2023 1:31:04 PM,Medium,
PIA010,PIAD PRECISION CASTING CORP.,NTDBSMGR64,Running,,03d:11h:10m:58s,03d:11h:10m:26s,4194303.99902344,9/26/2023 1:31:00 PM,Low,
PIA010,PIAD PRECISION CASTING CORP.,ONLINE UPDATE,Running,LVP,,03d:11h:22m:07s,101348,9/26/2023 1:49:05 PM,High,
PMR010,"PMR GLOBAL, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:40s,8916,9/26/2023 1:29:16 PM,Medium,
PMR010,"PMR GLOBAL, INC.",NTDBSMGR64,Running,,03d:11h:08m:12s,03d:11h:07m:38s,4194303.99902344,9/26/2023 1:29:13 PM,Low,
PMR010,"PMR GLOBAL, INC.",ONLINE UPDATE,Running,PMR,,03d:11h:26m:05s,95592,9/26/2023 1:50:05 PM,High,
PNE010,"PNEUMAT SYSTEMS, INC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:07m:43s,16160,9/26/2023 1:30:16 PM,Medium,
PNE010,"PNEUMAT SYSTEMS, INC",NTDBSMGR64,Running,,03d:11h:08m:15s,03d:11h:07m:41s,4194303.99902344,9/26/2023 1:30:14 PM,Low,
PNE010,"PNEUMAT SYSTEMS, INC",ONLINE UPDATE,Running,PNE,,03d:11h:27m:05s,73664,9/26/2023 1:51:12 PM,High,
PRE220,PRESSFORM ENGINEERING PTY LTD,GSS.SYSTEMINTEGRITYSERVICE,Running,,,134d:04h:55m:59s,17136,9/26/2023 1:02:37 PM,Medium,
PRE220,PRESSFORM ENGINEERING PTY LTD,GSSCOURIER,Running,,,134d:04h:53m:59s,39228,9/26/2023 1:02:40 PM,Medium,
PRE220,PRESSFORM ENGINEERING PTY LTD,NTDBSMGR64,Running,,134d:04h:56m:23s,134d:04h:55m:57s,4194303.99902344,9/26/2023 1:02:35 PM,Low,
PRE220,PRESSFORM ENGINEERING PTY LTD,ONLINE UPDATE,Running,PFE,,111d:02h:47m:37s,122980,9/26/2023 1:49:27 PM,High,
PRE250,PREFIX CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:10h:10m:22s,18528,9/26/2023 12:55:29 PM,Medium,
PRE250,PREFIX CORPORATION,ONLINE UPDATE,Running,PRE,,03d:10h:56m:19s,140612,9/26/2023 1:43:37 PM,High,
PRE250,PREFIX CORPORATION,SLICENSE,Running,,,03d:10h:10m:24s,4256,9/26/2023 12:55:31 PM,Low,
PRE250,PREFIX CORPORATION,ZENENGNSVC,Running,,03d:10h:10m:45s,03d:10h:10m:20s,4194303.99902344,9/26/2023 12:55:27 PM,Low,
PRO350,PROFESSIONAL FABRICATING AND MANUFACTURING,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:16s,16704,9/26/2023 1:35:51 PM,Medium,
PRO350,PROFESSIONAL FABRICATING AND MANUFACTURING,GSSCOURIER,Running,,,03d:11h:11m:12s,29536,9/26/2023 1:35:53 PM,Medium,
PRO350,PROFESSIONAL FABRICATING AND MANUFACTURING,ONLINE UPDATE,Running,PFI,,03d:11h:26m:17s,118256,9/26/2023 1:51:08 PM,High,
PRO350,PROFESSIONAL FABRICATING AND MANUFACTURING,SLICENSE,Running,,,03d:11h:13m:20s,4276,9/26/2023 1:35:55 PM,Low,
PRO350,PROFESSIONAL FABRICATING AND MANUFACTURING,ZENENGNSVC,Running,,03d:11h:13m:49s,03d:11h:13m:14s,4194303.99902344,9/26/2023 1:35:49 PM,Low,
PRO400,PROOF RESEARCH,GSSCOURIER,Running,,,87d:18h:47m:01s,30092,9/26/2023 1:12:55 PM,Medium,
PRO400,PROOF RESEARCH,ONLINE UPDATE,Running,PRO,,82d:05h:35m:38s,142332,9/26/2023 1:45:06 PM,High,
PRO400,PROOF RESEARCH,ZENENGNSVC,Running,,87d:19h:14m:36s,87d:18h:49m:03s,4194303.99902344,9/26/2023 1:12:53 PM,Low,
PRO410,"PROGRESSIVE DYNAMICS, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:48s,15472,9/26/2023 1:48:18 PM,Medium,
PRO410,"PROGRESSIVE DYNAMICS, INC.",GSSCOURIER,Running,,,10d:11h:25m:41s,21228,9/26/2023 1:48:20 PM,Medium,
PRO410,"PROGRESSIVE DYNAMICS, INC.",ONLINE UPDATE,NotRunning,PRO,,,,9/26/2023 1:48:58 PM,High,
PRO410,"PROGRESSIVE DYNAMICS, INC.",ZENENGNSVC,Running,,10d:11h:28m:20s,10d:11h:27m:46s,4194303.99902344,9/26/2023 1:48:16 PM,Low,
PTM010,"PTMW, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:10m:53s,16824,9/26/2023 1:32:58 PM,Medium,
PTM010,"PTMW, INC.",GSSCOURIER,Running,,,03d:11h:08m:31s,28664,9/26/2023 1:33:00 PM,Medium,
PTM010,"PTMW, INC.",ONLINE UPDATE,Running,PTM,,03d:11h:26m:54s,138508,9/26/2023 1:51:09 PM,High,
PTM010,"PTMW, INC.",ZENENGNSVC,Running,,03d:11h:11m:26s,03d:11h:10m:51s,4194303.99902344,9/26/2023 1:32:56 PM,Low,
PUL010,PULVA CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,01d:19h:06m:21s,18088,9/26/2023 1:21:26 PM,Medium,
PUL010,PULVA CORPORATION,GSSCOURIER,Running,,,01d:19h:04m:21s,29384,9/26/2023 1:21:28 PM,Medium,
PUL010,PULVA CORPORATION,NTDBSMGR64,Running,,01d:19h:06m:48s,01d:19h:06m:19s,4194303.99902344,9/26/2023 1:21:24 PM,Low,
PUL010,PULVA CORPORATION,ONLINE UPDATE,Running,MRV,,01d:19h:32m:40s,186672,9/26/2023 1:49:48 PM,High,
PUL010,PULVA CORPORATION,ONLINE UPDATE,Running,PUL,,01d:19h:31m:54s,189320,9/26/2023 1:49:46 PM,High,
PUL010,PULVA CORPORATION,ONLINE UPDATE,Running,SUT,,01d:19h:31m:20s,176436,9/26/2023 1:49:50 PM,High,
PUL020,PULFLEX TECHNOLOGIES LLC,GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:27m:36s,16096,9/26/2023 1:48:07 PM,Medium,
PUL020,PULFLEX TECHNOLOGIES LLC,GSSCOURIER,Running,,,10d:11h:25m:30s,28932,9/26/2023 1:48:09 PM,Medium,
PUL020,PULFLEX TECHNOLOGIES LLC,ONLINE UPDATE,Running,PUL,,10d:11h:19m:51s,117000,9/26/2023 1:42:07 PM,High,
PUL020,PULFLEX TECHNOLOGIES LLC,ZENENGNSVC,Running,,10d:11h:28m:08s,10d:11h:27m:33s,4194303.99902344,9/26/2023 1:48:05 PM,Low,
QCP010,QCP CORP,GSS.SYSTEMINTEGRITYSERVICE,Running,,,09d:14h:35m:45s,12020,9/26/2023 12:54:02 PM,Medium,
QCP010,QCP CORP,GSSCOURIER,Running,,,09d:14h:33m:23s,20020,9/26/2023 12:54:04 PM,Medium,
QCP010,QCP CORP,NTDBSMGR64,Running,,09d:14h:36m:25s,09d:14h:35m:42s,4194303.99902344,9/26/2023 12:53:59 PM,Low,
QCP010,QCP CORP,ONLINE UPDATE,Running,QCP,,00d:08h:09m:40s,161496,9/26/2023 1:40:19 PM,High,
QCP010,QCP CORP,SLICENSE,Running,,,09d:14h:35m:49s,4584,9/26/2023 12:54:06 PM,Low,
QTA010,"Q.T.A. MACHINING, INC.",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:11h:19m:21s,15468,9/26/2023 1:40:11 PM,Medium,
QTA010,"Q.T.A. MACHINING, INC.",NTDBSMGR64,Running,,10d:11h:19m:49s,10d:11h:19m:18s,3519868,9/26/2023 1:40:09 PM,Low,
QTA010,"Q.T.A. MACHINING, INC.",ONLINE UPDATE,Running,QTA,,10d:11h:11m:52s,102680,9/26/2023 1:42:29 PM,High,
QUA050,QUANTRONIC CORPORATION,GSS.SYSTEMINTEGRITYSERVICE,Running,,,03d:11h:13m:26s,15612,9/26/2023 1:34:38 PM,Medium,
QUA050,QUANTRONIC CORPORATION,GSSCOURIER,Running,,,03d:11h:11m:11s,24188,9/26/2023 1:34:40 PM,Medium,
QUA050,QUANTRONIC CORPORATION,NTDBSMGR64,Running,,03d:11h:13m:51s,03d:11h:13m:24s,4194303.99902344,9/26/2023 1:34:36 PM,Low,
QUA050,QUANTRONIC CORPORATION,ONLINE UPDATE,Running,QUA,,03d:11h:25m:05s,88820,9/26/2023 1:49:55 PM,High,
QUA050,QUANTRONIC CORPORATION,SLICENSE,Running,,,03d:11h:13m:30s,4244,9/26/2023 1:34:42 PM,Low,
QUA210,"QUALITY METALCRAFTS, LLC",GSS.SYSTEMINTEGRITYSERVICE,Running,,,10d:10h:27m:40s,15756,9/26/2023 12:52:41 PM,Medium,
